image_id,delta_iou,delta_fp,delta_fn,interior_delta,boundary_delta,contact_delta,mean_neff,max_neff,mean_entropy,mean_top5_mass,mean_top10_mass,mean_dominant_share,weighted_basis_purity,fragmentation_delta,area_ratio_delta,formal_delta_iou,neff_quartile,cluster_k2,cluster_k3,cluster_k4
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+136,-9.964923469441e-06,0.0,1.4571736659570842e-05,-1.6154566896076084e-05,0.0,0.0,124.72558766913394,171.96997770332533,0.8996920133683372,0.11972204196928096,0.21383333039592256,0.026808403642015487,0.6274317800998688,1.9860335755822467e-07,-1.4571736659640955e-05,-0.1139821162840136,Q2,1,0,1
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+137,-9.96492346938549e-06,0.0,1.2910555670312718e-05,-1.4234470192997506e-05,0.0,0.0,137.15609547699754,186.06053382566571,0.9194821609039774,0.1166607560070769,0.20145393338460937,0.02553119658475276,0.5961383879184723,1.9860335755822467e-07,-1.2910555670320178e-05,-0.1286471619897959,Q3,1,0,1
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+138,-0.00024222647072974501,0.002040295842895919,0.0,0.0,0.0,0.0,127.47363811236448,142.85168980799722,0.9171038846595119,0.07280897244885942,0.13872084939688623,0.01602222413533793,0.5954743325710297,-1.544417690788752e-05,0.002040295842897333,0.0572247421137009,Q2,1,0,1
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+139,0.0,0.0,0.0,0.0,0.0,0.0,96.05445036523678,113.54565924868768,0.8585168527612587,0.11823096611710933,0.22326730919003704,0.024922867493767906,0.4082065141798618,0.0,0.0,0.0,Q1,1,0,1
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+14,0.06006269659481733,-0.06181691737004255,-0.06461485558215574,0.06542695540259147,0.06835479490171664,0.03648747263439556,125.2768518173751,155.1474733101895,0.9096543566187314,0.07225255535517498,0.13772350060377445,0.015044504479927966,0.7104904353618622,0.08901918480049575,0.0027979382121163243,0.0600626965948173,Q2,1,0,1
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+140,0.00018502405708717418,-0.0224077579523088,0.01903807705697809,-0.010971401551511994,0.006908372128175577,-0.010881226053639836,120.53937614114267,144.6504906674538,0.904027324961314,0.07271066420227673,0.14033591610512924,0.01524115791512144,0.6274232715368271,0.25998161472993286,-0.04144583500932414,0.0001850240570871,Q2,1,0,1
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+141,-0.12263868087782238,-1.6727974776081787,0.07657580773107232,-0.06913577620666349,-0.1347410244027281,0.037469916858260593,99.2112505580322,137.73795561738422,0.8644411799463031,0.1219193621615335,0.2196850164347616,0.03195518761087487,0.581155980626742,-0.04016588950458924,-1.749373285348556,-0.1226386808778223,Q1,1,0,1
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+142,0.0,0.0,0.0,0.0,0.0,0.0,100.5175068904772,176.42864003022453,0.84780219843594,0.1495990478164361,0.26635252390085246,0.03433778498464232,0.45358457571516436,0.0,0.0,0.0,Q1,1,0,1
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+143,0.009016061389502774,0.0743311588929388,-0.00044679857472494183,0.002452042195446443,0.030271503330018917,0.047946934292421306,102.1812619320079,138.38216671585684,0.8700256320654175,0.09619749859344634,0.18117668539744777,0.020376955830699987,0.6062575380007426,-0.33969696979554703,0.07477795746774907,0.0090160613895027,Q1,1,0,1
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+144,-6.6432823129236596e-06,4.8926072704072226e-05,1.1006548896589838e-05,-1.2227031521298374e-05,0.0,0.0,102.52046770441603,188.91788699523994,0.8466969709258304,0.1779737478187496,0.29349030862600517,0.04018444559879578,0.37259116644660634,333.33000016573527,3.7919523807550605e-05,-6.64328231292366e-06,Q1,1,0,1
