step,flip_dimension,struct_before,struct_after,delta,affinity_before,affinity_after,semantic_affinity_before,semantic_affinity_after,input_batch_sha256
4,3,0.00015626671665813774,7.123294926714152e-05,-8.503376739099622e-05,0.012524725869297981,0.0075269597582519054,0.008411113172769547,0.007359005510807037,8e1ce2ae630a4bcb5d5a3acfee8f59e87332975431a66645955179214b40daab
8,2,0.00050048140110448,0.00036116057890467346,-0.00013932082219980657,0.02296886034309864,0.019407697021961212,0.012323127128183842,0.014322467148303986,c06b19df9075cbc97c7050c8cbc23b5099b67bdca8f531f67f67875275f0e68a
