stratum,targets,images,raw_accuracy,teacher_accuracy,repair,harm,net_repair,net_repair_rate,benefit_rate,harm_rate,zero_rate,mean_dm,median_dm,mean_gradient_norm,active_fraction,mean_dQ,Deep_Win_targets,Shallow_Win_targets,BRR,HHCR
boundary,201144,2151,0.5014467247345186,0.5087201209084039,21881,20418,1463,0.007273396173885375,0.5665045937238993,0.4334904347134391,4.971562661575787e-06,7.068990364678032e-05,3.852212671517918e-06,0.0005138720553133973,1.0,-0.00010848685759320723,25404,26392,0.9999606361202961,0.9644210366777811
interior,2277999,3416,0.7330437809674192,0.8098124713838768,269164,94285,174879,0.0767686904164576,0.8089503112161155,0.19104705489335158,2.633890532875563e-06,0.00030245217003840364,3.8519970985362306e-05,0.0004210915068956077,1.0,-8.714041612402616e-05,289326,156507,0.9999965436911995,0.9618930782648699
