loss,Top20_mean_G,Bottom80_mean_G,ratio
Uraw,0.0005462564211249593,0.00016125523362822843,3.3875267725222824
FAraw,0.001413690527780336,0.00020530876175210938,6.885680453751076
PRG,0.001367337631551031,0.00020004739535322733,6.8350684053481325
