stratum,targets,images,raw_accuracy,teacher_accuracy,repair,harm,net_repair,net_repair_rate,benefit_rate,harm_rate,zero_rate,mean_dm,median_dm,mean_gradient_norm,active_fraction,mean_dQ,Deep_Win_targets,Shallow_Win_targets,BRR,HHCR
Raw_Correct,1770736,3416,1.0,0.9352229807266583,0,114703,-114703,-0.0647770192733417,0.862226215539753,0.13777209024947817,1.6942107688554365e-06,4.869791793383437e-05,2.60616693594784e-05,0.0002551999661797184,1.0,-5.0288383404347865e-05,0,182899,nan,0.962257858162155
Raw_Wrong,708407,3407,0.0,0.410844331013104,291045,0,291045,0.410844331013104,0.6069420544969205,0.39305229903148897,5.646471590484001e-06,0.0008709307424460161,0.00025948481197701767,0.0008620984052916422,1.0,-0.00018531692995405496,314730,0,0.9999936453468052,nan
