teacher-raw_accuracy_delta,teacher_NetRepair_count,teacher_NetRepair_rate,PRG:all:mean_dm,PRG:Top20:mean_dm,PRG:class0:mean_dm,PRG:class1:mean_dm,PRG:class2:mean_dm,PRG:class3:mean_dm,PRG:Raw_Correct:harm_rate,PRG:Raw_Wrong:benefit_rate,Deep-Win:BRR,Shallow-Win:HHCR,Shallow-Win:teacher_accuracy,PRG:all:benefit_rate,PRG:all:harm_rate,PRG:Top20:benefit_rate,PRG:Top20:harm_rate,teacher-raw_mIoU_delta
0.07211525310273917,179269.0,0.07211525310273917,0.0002852767993952828,0.0008725669557700754,9.992460946798994e-05,0.00031927577319089835,0.0005071386872825997,0.0007273473315211358,0.13825104340036903,0.6090844247661614,0.9999937362981522,0.9595869075832582,0.37303022614272524,0.7889308684129648,0.21106752249113792,0.7190522507729733,0.2809396605590483,0.15444158371047267
0.06381210736836446,159040.0,0.06381210736836446,0.000273774074326103,0.0008524824921312719,0.00011050329916561726,0.00031261157714254314,0.00046824429914183217,0.0007402715518381752,0.13765223735083026,0.5939722016091096,0.9999966574858946,0.9609962077405126,0.37097442242005324,0.787035918785612,0.21296127258290176,0.7049826703551783,0.295002490805219,0.1421895029556557
0.07326233527982116,182583.0,0.07326233527982116,0.00028886500864647944,0.0008942919608699211,0.00010184007042694118,0.0003263864173386505,0.0005202871316165762,0.0007298259338542172,0.1375649932715478,0.612640071716719,0.9999937339628612,0.9634238393208769,0.38295300398197174,0.791994642443707,0.2080029500265029,0.721566714620598,0.27842505294484476,0.16153601480991314
0.07048982209280526,175215.0,0.07048982209280526,0.00028027807877050256,0.0008605649656079903,9.535393619899504e-05,0.000323398341127152,0.0004934753471572274,0.0007605097197271787,0.1396886252685408,0.6094694374026942,0.9999873916867086,0.9632840881569388,0.3650655256855305,0.7882975992867942,0.2116995845801427,0.7182294640672159,0.28176033934252387,0.15817622593298797
0.07140021477728686,178054.0,0.07140021477728686,0.000281904526032574,0.0008648735047862788,0.00010809807376723415,0.00031717452018158285,0.00048386687760075303,0.0007224305163510041,0.13975134030482217,0.6062001502816057,1.0,0.9621785418258932,0.37258469057127785,0.7863579530553633,0.21363923992259035,0.7205536245574515,0.27943426465304605,0.15470953809996646
0.06932567722596031,172527.0,0.06932567722596031,0.0002821268933044845,0.0008801994245065238,0.00011051290260479694,0.0003179040527154451,0.0004909197158454564,0.0007167041818650542,0.13637355848088253,0.6024874607973009,0.9999903420212218,0.9611576667250131,0.3728776474706809,0.7894830319310308,0.21051576259370058,0.7158613456307892,0.28413657334667963,0.1540277571502202
0.07095153627194552,175156.0,0.07095153627194552,0.0002852248185439162,0.0008844961960465543,0.00010612063198975967,0.00031819333983518184,0.0004882749580071199,0.0007305160703991357,0.1357982161647542,0.6034191633155779,0.9999967809120963,0.9610547667342799,0.3756203284336881,0.78893987898752,0.21105890578371925,0.7208019386801426,0.2791939259099969,0.15316830105722679
0.07266208283774994,181197.0,0.07266208283774994,0.0002847689302513975,0.000872345837410524,0.00010699511916754783,0.0003205962517213235,0.0004966039327809233,0.0007433805401682153,0.13657872824387174,0.6098462050506872,0.9999906164081487,0.9615141539763579,0.3689651192824915,0.7900949354652175,0.2099026584657139,0.7250481054996424,0.2749398051601334,0.16077799986432045
0.06957636997426474,173270.0,0.06957636997426474,0.00027669865688032344,0.00084734559438133,0.00010193405344753804,0.0003133183010609491,0.0004891940338051914,0.0007330462860563502,0.14071437207746013,0.6029752075399634,1.0,0.9634938350340136,0.37065795068027213,0.785988514899671,0.2140066665140781,0.7130755762641735,0.2869040412378699,0.15600847732477957
0.06850325140127154,170015.0,0.06850325140127154,0.0002764611011773785,0.000851764912235286,0.00011043976242019233,0.0003036267933955623,0.000501145349672329,0.0007199184272345164,0.13856183771433717,0.6034732990666272,0.9999935345593964,0.9624046759386687,0.37283378937767486,0.7881715798639162,0.2118235850390817,0.7164491679669867,0.28353640311911893,0.15210583468099592
0.07139194116919734,176105.0,0.07139194116919734,0.00028568608410115947,0.0008837455331033588,0.00010847420446116183,0.00031871213141112495,0.0005074369012328216,0.0007505987495149532,0.1394060137928532,0.6091250393001794,0.9999904811765266,0.9638916804443436,0.37407743594730986,0.7889343606021725,0.21106280163860325,0.7180344494924925,0.2819552436942917,0.15678237965086583
0.07141375964678169,178048.0,0.07141375964678169,0.00029035930864891303,0.0009183827729822948,0.00011428397040828134,0.0003272272098231381,0.0004908462968428624,0.000746955653764103,0.13380917534978334,0.6100295342585863,0.9999935704756241,0.9623329351574298,0.38093037931889384,0.7949437447381646,0.20505424979815007,0.7240348297131733,0.27595459017954443,0.15914183566365525
0.07154161536329236,177564.0,0.07154161536329236,0.0002864333815666251,0.0009006861006668264,0.00011881187736770827,0.00032046535360595244,0.0005097033613403303,0.0007586400614326355,0.1339829687745931,0.6085516730566891,0.9999967970071234,0.9622931249964972,0.37494465585751197,0.7937487509911489,0.20624842866628418,0.7223205188946237,0.2776689992327269,0.16230681097553845
0.06906545287164909,171202.0,0.06906545287164909,0.0002838187270062317,0.0008812177789251338,0.000102800185441193,0.0003179606465791692,0.0005073873192003763,0.0007189672651325092,0.1372685169465628,0.6021302333815242,0.9999967787033637,0.9614521610317184,0.37208086441268734,0.7879033595190003,0.2120922029161256,0.7154996411114581,0.28448587923555707,0.1491556498974077
0.07102916241904987,176070.0,0.07102916241904987,0.0002812635835053604,0.0008763478653902647,0.00010707650994753186,0.0003092055715148395,0.0005083896113206477,0.000728271086162253,0.1394247046580964,0.6049035691280875,0.9999936578002715,0.9642830043467421,0.3754783042285888,0.7870783160355989,0.21292087713572594,0.7167585148083174,0.2832373525418896,0.15732253845445093
