stratum,targets,images,raw_accuracy,teacher_accuracy,repair,harm,net_repair,net_repair_rate,benefit_rate,harm_rate,zero_rate,mean_dm,median_dm,mean_gradient_norm,active_fraction,mean_dQ,Deep_Win_targets,Shallow_Win_targets,BRR,HHCR
Q1,495830,3403,0.9193372728556158,0.9193473569570215,182,177,5,1.0084101405723737e-05,0.8918802815481113,0.10811971845188875,0.0,1.3038903736088585e-06,3.94443958384727e-07,1.3984102699443478e-06,1.0,-3.1402962191720105e-08,348,378,1.0,0.9814814814814815
Q2,495828,3411,0.8501254467274942,0.8506921755124761,2305,2024,281,0.0005667287849818889,0.8200242826141323,0.17997370055745138,2.0168284163056544e-06,2.237663789653722e-05,1.9344765632922645e-05,2.6406637213405215e-05,1.0,-1.7777743445315672e-06,4105,4422,1.0,0.9735413839891451
Q3,495829,3415,0.7867188082988288,0.7904216978030733,9491,7655,1836,0.0037028895042444067,0.777574526701746,0.22242547329825405,0.0,0.00010893025119951772,0.00011846072084154002,0.00013708798072595507,1.0,-1.8102613947526092e-05,14695,16896,1.0,0.9567945075757576
Q4,495828,3413,0.6854735916487169,0.7124103519768952,35260,21904,13356,0.02693676032817832,0.7292145663415539,0.2707854336584461,0.0,0.0003249461814519608,0.00039488245238317177,0.00046686407560461187,1.0,-9.814686601810028e-05,43330,40660,1.0,0.9074028529267093
Q5,495828,3410,0.3296102680768331,0.6540453544374258,243807,82943,160864,0.32443508636059276,0.727703961857741,0.2722839371717612,1.2100970497833926e-05,0.0009606858154774677,0.0009931951281032525,0.0015113412537331456,1.0,-0.0003263035875150034,252252,120543,0.9999920714206428,0.9810524045361406
