images,differing_pixels,a0_mIoU,v13_mIoU,mIoU_absolute_difference,a0_mDice,v13_mDice,mDice_absolute_difference
3418,0,0.6732793717301588,0.6732793717301588,0.0,0.8026798070074526,0.8026798070074526,0.0
