image,foreground_pixels,corrected,harmed,net_correction,class0_corrected,class0_harmed,class0_net,class1_corrected,class1_harmed,class1_net,class2_corrected,class2_harmed,class2_net,class3_corrected,class3_harmed,class3_net
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+70,48640,507,264,243,0,0,0,0,0,0,0,0,0,507,264,243
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+71,34062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+72,42641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+73,37102,199,1937,-1738,199,1937,-1738,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+74,50176,190,581,-391,190,408,-218,0,173,-173,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+75,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+76,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+77,50133,1352,1094,258,1320,379,941,32,715,-683,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+78,45408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+79,30116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+8,50176,584,492,92,369,343,26,215,149,66,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+80,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+81,33793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+82,25242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+83,43248,17,1688,-1671,0,1536,-1536,17,152,-135,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+84,50176,615,5414,-4799,0,5414,-5414,615,0,615,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+85,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+86,50176,430,5131,-4701,81,1489,-1408,349,3642,-3293,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+87,37598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+88,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+89,40958,957,1,956,957,1,956,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+9,50176,190,573,-383,135,252,-117,55,321,-266,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+0,50176,2228,823,1405,2228,823,1405,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+1,45755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+10,50176,1483,545,938,3,53,-50,1480,492,988,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+100,50176,1648,607,1041,698,1,697,950,606,344,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+101,50176,196,420,-224,59,346,-287,137,74,63,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+102,50176,558,807,-249,90,309,-219,468,498,-30,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+103,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+104,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+105,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+106,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+107,45449,137,424,-287,119,373,-254,18,51,-33,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+108,46000,76,196,-120,0,0,0,76,196,-120,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+109,50176,114,321,-207,0,0,0,114,321,-207,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+11,36048,309,298,11,0,298,-298,0,0,0,0,0,0,309,0,309
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+110,50176,711,21,690,0,0,0,711,21,690,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+111,50176,115,967,-852,0,729,-729,115,238,-123,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+112,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+113,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+114,50176,334,1855,-1521,65,1526,-1461,269,329,-60,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+115,50176,491,527,-36,491,527,-36,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+116,50176,394,1437,-1043,0,826,-826,394,611,-217,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+117,50176,263,437,-174,263,437,-174,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+118,50176,1203,2871,-1668,264,302,-38,939,2569,-1630,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+119,50176,629,386,243,0,134,-134,629,252,377,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+12,49116,67,3,64,0,3,-3,0,0,0,0,0,0,67,0,67
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+120,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+121,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+122,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+123,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+124,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+125,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+126,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+127,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+128,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+129,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+13,50176,194,1617,-1423,134,434,-300,0,0,0,0,0,0,60,1183,-1123
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+130,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+131,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+132,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+133,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+134,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+135,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+136,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+137,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+138,50176,3167,1007,2160,0,0,0,0,0,0,3167,1007,2160,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+139,50176,0,9,-9,0,0,0,0,9,-9,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+14,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+140,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+141,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+142,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+143,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+144,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+145,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+146,50176,834,6813,-5979,834,0,834,0,6813,-6813,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+147,50176,1837,708,1129,239,33,206,1598,675,923,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+148,50176,247,279,-32,93,220,-127,154,59,95,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+149,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+15,49990,623,573,50,457,558,-101,166,15,151,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+150,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+151,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+152,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+153,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+154,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+155,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+156,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+157,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+158,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+159,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+16,49022,0,15118,-15118,0,15118,-15118,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+160,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+161,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+162,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+163,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+164,50176,1548,622,926,14,215,-201,1534,407,1127,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+165,50176,0,11036,-11036,0,0,0,0,11036,-11036,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+166,50176,515,1217,-702,0,0,0,515,1217,-702,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+167,50176,3605,666,2939,0,666,-666,3605,0,3605,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+168,50176,1936,432,1504,943,15,928,993,417,576,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+169,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+17,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+170,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+171,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+172,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+173,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+174,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+175,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+176,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+177,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+178,50176,205,130,75,184,0,184,21,130,-109,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+179,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+18,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+180,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+181,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+182,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+183,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+184,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+185,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+186,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+187,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+188,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+189,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+19,50176,11488,2526,8962,0,2526,-2526,0,0,0,0,0,0,11488,0,11488
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+190,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+191,50176,535,990,-455,0,0,0,0,0,0,535,990,-455,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+192,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+193,50176,35,264,-229,35,264,-229,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+194,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+195,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+196,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+197,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+198,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+199,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+2,48701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+20,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+200,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+201,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+202,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+203,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+204,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+205,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+206,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+207,50176,544,2172,-1628,544,2172,-1628,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+208,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+209,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+21,50176,0,96,-96,0,0,0,0,0,0,0,0,0,0,96,-96
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+210,50176,906,193,713,604,159,445,302,34,268,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+211,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+212,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+213,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+214,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+215,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+216,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+217,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+218,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+219,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+22,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+220,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+221,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+222,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+223,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+224,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+225,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+226,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+227,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+228,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+229,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+23,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+230,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+231,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+232,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+233,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+234,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+235,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+236,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+237,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+238,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+239,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+24,49258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+240,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+241,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+242,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+243,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+244,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+245,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+246,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+247,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
