image,foreground_pixels,corrected,harmed,net_correction,class0_corrected,class0_harmed,class0_net,class1_corrected,class1_harmed,class1_net,class2_corrected,class2_harmed,class2_net,class3_corrected,class3_harmed,class3_net
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+460,50176,1209,1262,-53,0,0,0,920,149,771,289,1113,-824,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+461,50176,8642,10298,-1656,0,0,0,0,10298,-10298,8642,0,8642,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+462,46254,510,2486,-1976,0,0,0,437,83,354,73,2403,-2330,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+463,48978,203,469,-266,0,0,0,181,0,181,22,469,-447,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+464,36779,589,512,77,0,0,0,349,2,347,240,510,-270,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+465,44790,319,347,-28,0,0,0,0,0,0,319,347,-28,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+466,29773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+467,49416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+468,50176,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+469,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+47,50176,192,544,-352,0,0,0,192,544,-352,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+470,49978,1779,798,981,0,0,0,17,647,-630,1762,151,1611,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+471,42707,1414,2137,-723,0,0,0,327,1450,-1123,1087,687,400,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+472,41681,1887,983,904,0,0,0,1212,112,1100,675,871,-196,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+473,43834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+474,37623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+475,18673,173,176,-3,0,0,0,173,176,-3,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+476,11910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+477,28895,564,111,453,0,0,0,564,58,506,0,53,-53,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+478,43509,4637,3947,690,0,0,0,0,3947,-3947,4637,0,4637,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+479,46609,1009,692,317,0,0,0,210,486,-276,799,206,593,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+48,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+480,37788,592,181,411,0,0,0,0,180,-180,592,1,591,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+481,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+482,48654,1734,618,1116,0,0,0,194,533,-339,1540,85,1455,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+483,14488,46,351,-305,0,0,0,46,351,-305,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+484,29317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+485,32764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+486,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+487,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+488,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+489,46755,67,1838,-1771,0,0,0,28,1757,-1729,39,81,-42,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+49,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+490,30311,373,243,130,0,0,0,0,153,-153,373,90,283,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+491,49545,1251,724,527,0,0,0,160,274,-114,1091,450,641,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+492,47243,1095,831,264,0,0,0,30,94,-64,1065,737,328,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+493,25278,9,101,-92,0,0,0,0,101,-101,9,0,9,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+494,20918,566,167,399,0,0,0,566,167,399,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+495,18198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+496,18320,1236,165,1071,0,0,0,1236,133,1103,0,32,-32,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+497,27423,961,548,413,0,0,0,0,526,-526,961,22,939,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+498,28043,501,463,38,0,0,0,87,448,-361,414,15,399,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+499,40351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+5,50176,18091,0,18091,0,0,0,0,0,0,0,0,0,18091,0,18091
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+50,50176,1152,160,992,0,0,0,1152,160,992,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+500,41198,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+501,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+502,49728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+503,49597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+504,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+505,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+506,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+507,34208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+508,22403,461,196,265,0,0,0,13,9,4,448,187,261,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+509,29208,456,410,46,0,0,0,290,44,246,166,366,-200,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+51,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+510,44938,3534,1455,2079,0,0,0,3405,321,3084,129,1134,-1005,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+511,27641,210,892,-682,0,0,0,4,160,-156,206,732,-526,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+512,43730,1667,648,1019,0,0,0,832,356,476,835,292,543,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+513,27276,2267,2836,-569,0,0,0,2267,0,2267,0,2836,-2836,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+514,14362,396,391,5,0,0,0,396,391,5,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+515,33185,0,11458,-11458,0,0,0,0,11458,-11458,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+516,32048,529,830,-301,0,0,0,500,719,-219,29,111,-82,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+517,25582,244,24,220,0,0,0,244,24,220,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+518,43026,0,1644,-1644,0,0,0,0,1644,-1644,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+519,49452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+52,50176,1907,131,1776,0,0,0,1907,131,1776,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+520,45988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+521,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+522,34732,1037,271,766,0,0,0,80,261,-181,957,10,947,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+523,10898,0,223,-223,0,0,0,0,223,-223,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+524,15792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+525,27142,385,743,-358,0,0,0,385,743,-358,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+526,36776,394,779,-385,0,0,0,320,679,-359,74,100,-26,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+527,36972,1050,1706,-656,0,0,0,859,271,588,191,1435,-1244,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+528,17175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+529,12716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+53,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+530,16101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+531,31118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+532,18523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+533,25598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+534,28689,812,448,364,0,0,0,812,35,777,0,413,-413,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+535,23339,1021,406,615,0,0,0,1021,406,615,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+536,23742,28,340,-312,0,0,0,28,340,-312,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+537,15552,59,97,-38,0,0,0,59,97,-38,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+538,16576,222,329,-107,0,0,0,222,329,-107,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+539,11528,594,324,270,0,0,0,594,324,270,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+54,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+540,18377,12,206,-194,0,0,0,12,206,-194,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+541,20521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+542,31183,774,918,-144,0,0,0,298,604,-306,476,314,162,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+543,18214,155,24,131,0,0,0,155,24,131,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+544,16622,789,7,782,0,0,0,789,7,782,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+545,11394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+546,13132,322,62,260,0,0,0,322,62,260,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+55,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+56,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+57,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+58,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+59,50176,944,742,202,0,207,-207,944,535,409,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+6,50176,144,32,112,0,0,0,0,0,0,0,0,0,144,32,112
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+60,50176,364,788,-424,364,290,74,0,498,-498,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+61,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+62,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+63,50176,28004,3323,24681,0,3323,-3323,28004,0,28004,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+64,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+65,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+66,50176,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+67,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+68,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+69,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+7,50176,0,19647,-19647,0,0,0,0,0,0,0,0,0,0,19647,-19647
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+70,50176,192,224,-32,0,0,0,192,224,-32,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+71,50176,0,5232,-5232,0,0,0,0,5232,-5232,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+72,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+73,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+74,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+75,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+76,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+77,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+78,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+79,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+8,50176,1116,266,850,0,133,-133,0,0,0,0,0,0,1116,133,983
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+80,50176,1910,1245,665,278,432,-154,1632,813,819,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+81,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+82,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+83,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+84,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+85,50176,25,2488,-2463,0,1142,-1142,25,1346,-1321,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+86,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+87,50176,7622,13841,-6219,7622,0,7622,0,13841,-13841,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+88,50176,387,727,-340,277,503,-226,110,224,-114,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+89,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+9,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+90,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+91,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+92,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+93,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+94,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+95,50176,0,19544,-19544,0,19544,-19544,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+96,50176,887,455,432,365,285,80,43,0,43,0,0,0,479,170,309
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+97,50176,1107,736,371,929,486,443,0,0,0,0,0,0,178,250,-72
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+98,50176,40,1924,-1884,40,1924,-1884,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+99,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+0,50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+1,22260,764,153,611,0,0,0,764,59,705,0,94,-94,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+10,42419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+100,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+101,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+102,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+103,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+104,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+105,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+106,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+107,42220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+108,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+109,50176,380,114,266,85,70,15,295,44,251,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+11,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+110,50176,266,155,111,0,0,0,266,155,111,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+111,50176,124,510,-386,100,394,-294,24,116,-92,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+112,50176,2042,1736,306,1826,685,1141,216,1051,-835,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+113,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+114,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+115,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+116,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+117,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+118,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+119,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+12,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+120,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+121,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+122,50176,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+123,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+124,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+125,50176,1532,1956,-424,1298,1940,-642,234,16,218,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+126,50176,830,115,715,532,102,430,298,13,285,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+127,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+128,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+129,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+13,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+130,50176,613,416,197,393,214,179,220,202,18,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+131,50176,2609,579,2030,1098,415,683,1511,164,1347,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+132,50176,1075,6378,-5303,0,6378,-6378,1075,0,1075,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+133,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+134,41797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
