stage,gt_class,gt_class_name,zone,metric,count,mean,std,min,p10,p25,p50,p75,p90,max,quantile_method,zone_pixels,a0_accuracy,fampr_accuracy,corrected_rate,harmed_rate,net_correction_rate
stage2,3,necrosis,boundary,high_frequency_ratio,340325,0.39221789164576604,0.05107173598056537,0.20342572033405304,0.327139550447464,0.35880064964294434,0.39456406235694885,0.42907071113586426,0.4585661828517914,0.5825679302215576,"deterministic sampled reservoir, max=20000, stride=64",340325,0.38203481965768016,0.39655035627708807,0.03054727099096452,0.0160317343715566,0.014515536619407918
stage2,3,necrosis,boundary,r_mpr,340325,0.25187251955281714,0.017636289101329694,0.20247876644134521,0.22884109914302825,0.23917965590953827,0.2524840533733368,0.26320305466651917,0.27129411697387695,0.5253970623016357,"deterministic sampled reservoir, max=20000, stride=64",340325,0.38203481965768016,0.39655035627708807,0.03054727099096452,0.0160317343715566,0.014515536619407918
stage3,3,necrosis,boundary,morphology,340325,0.2394796807187516,0.03996162225727615,0.09395090490579605,0.1896067291498184,0.2113545686006546,0.24036407470703125,0.26831308007240295,0.29173025488853455,0.37262725830078125,"deterministic sampled reservoir, max=20000, stride=64",340325,0.38203481965768016,0.39655035627708807,0.03054727099096452,0.0160317343715566,0.014515536619407918
stage3,3,necrosis,boundary,dilation,340325,5.563130132154934,0.23983616526195098,4.762491703033447,5.2500731468200685,5.391031742095947,5.558634281158447,5.733968257904053,5.8631998062133786,6.437459468841553,"deterministic sampled reservoir, max=20000, stride=64",340325,0.38203481965768016,0.39655035627708807,0.03054727099096452,0.0160317343715566,0.014515536619407918
stage3,3,necrosis,boundary,high_frequency_ratio,340325,0.26595680920811776,0.04651350201779396,0.10649693757295609,0.20935692489147187,0.23242704570293427,0.2654588222503662,0.29862701892852783,0.3278426587581635,0.43279993534088135,"deterministic sampled reservoir, max=20000, stride=64",340325,0.38203481965768016,0.39655035627708807,0.03054727099096452,0.0160317343715566,0.014515536619407918
stage3,3,necrosis,boundary,r_mpr,340325,0.24649991562660195,0.019962169239289073,0.18685942888259888,0.22074260413646699,0.23107771575450897,0.24697808921337128,0.261635422706604,0.27051313519477843,0.4069141149520874,"deterministic sampled reservoir, max=20000, stride=64",340325,0.38203481965768016,0.39655035627708807,0.03054727099096452,0.0160317343715566,0.014515536619407918
stage1,3,necrosis,interior,morphology,8962756,0.39564851218918334,0.035659582948148985,0.1545155793428421,0.35957744121551516,0.37774658203125,0.3989308625459671,0.42239633947610855,0.4453755706548691,0.5600993037223816,"deterministic sampled reservoir, max=20000, stride=64",8962756,0.742164575271267,0.7398633857710731,0.01968903315007125,0.021990222650265165,-0.0023011895001939136
stage1,3,necrosis,interior,dilation,8962756,4.626119357860269,0.2140068382621062,3.6390788555145264,4.3266438961029055,4.46533203125,4.609537601470947,4.732136964797974,4.842447757720947,6.0771484375,"deterministic sampled reservoir, max=20000, stride=64",8962756,0.742164575271267,0.7398633857710731,0.01968903315007125,0.021990222650265165,-0.0023011895001939136
stage1,3,necrosis,interior,high_frequency_ratio,8962756,0.4189741927430041,0.0403801749241038,0.15729069709777832,0.3775676488876343,0.3979092612862587,0.4220052659511566,0.44892948865890503,0.4749980002641678,0.6289622187614441,"deterministic sampled reservoir, max=20000, stride=64",8962756,0.742164575271267,0.7398633857710731,0.01968903315007125,0.021990222650265165,-0.0023011895001939136
stage1,3,necrosis,interior,r_mpr,8962756,0.2761177269318029,0.008152597002819669,0.19944053888320923,0.26471991240978243,0.27065224945545197,0.27630722522735596,0.28066617250442505,0.28408062756061553,0.40674376487731934,"deterministic sampled reservoir, max=20000, stride=64",8962756,0.742164575271267,0.7398633857710731,0.01968903315007125,0.021990222650265165,-0.0023011895001939136
stage2,3,necrosis,interior,morphology,8962756,0.3532475973212278,0.045301990671194795,0.11225191503763199,0.29878921508789064,0.325217567384243,0.3562863767147064,0.38617897033691406,0.4120635986328125,0.5314076542854309,"deterministic sampled reservoir, max=20000, stride=64",8962756,0.742164575271267,0.7398633857710731,0.01968903315007125,0.021990222650265165,-0.0023011895001939136
stage2,3,necrosis,interior,dilation,8962756,4.880507551102313,0.27183486637967313,3.8138427734375,4.527335596084595,4.682861328125,4.862060546875,5.049102783203125,5.208333492279053,6.337076663970947,"deterministic sampled reservoir, max=20000, stride=64",8962756,0.742164575271267,0.7398633857710731,0.01968903315007125,0.021990222650265165,-0.0023011895001939136
stage2,3,necrosis,interior,high_frequency_ratio,8962756,0.38624343309628617,0.054430111061316094,0.10473919659852982,0.3209191352128983,0.3525671064853668,0.3887370675802231,0.42495661973953247,0.45736477971076966,0.6259785294532776,"deterministic sampled reservoir, max=20000, stride=64",8962756,0.742164575271267,0.7398633857710731,0.01968903315007125,0.021990222650265165,-0.0023011895001939136
stage2,3,necrosis,interior,r_mpr,8962756,0.25787939757621337,0.017190203196641152,0.19968418776988983,0.2349186897277832,0.2466242052614689,0.2600860446691513,0.27171745151281357,0.27893136739730834,0.5677337646484375,"deterministic sampled reservoir, max=20000, stride=64",8962756,0.742164575271267,0.7398633857710731,0.01968903315007125,0.021990222650265165,-0.0023011895001939136
stage3,3,necrosis,interior,morphology,8962756,0.21930386942015254,0.04410368970538947,0.0925750732421875,0.1569591522216797,0.1859223060309887,0.21696535497903824,0.246189434081316,0.27190844118595126,0.37219491600990295,"deterministic sampled reservoir, max=20000, stride=64",8962756,0.742164575271267,0.7398633857710731,0.01968903315007125,0.021990222650265165,-0.0023011895001939136
stage3,3,necrosis,interior,dilation,8962756,5.68415302658755,0.26471442295859615,4.7640380859375,5.368481588363648,5.523305296897888,5.698018312454224,5.884358882904053,6.058601903915405,6.4466552734375,"deterministic sampled reservoir, max=20000, stride=64",8962756,0.742164575271267,0.7398633857710731,0.01968903315007125,0.021990222650265165,-0.0023011895001939136
stage3,3,necrosis,interior,high_frequency_ratio,8962756,0.24430186065238738,0.05072303779231378,0.10078064352273941,0.17449596524238586,0.20542977005243301,0.2405828908085823,0.2749561220407486,0.3058035254478455,0.4378926753997803,"deterministic sampled reservoir, max=20000, stride=64",8962756,0.742164575271267,0.7398633857710731,0.01968903315007125,0.021990222650265165,-0.0023011895001939136
stage3,3,necrosis,interior,r_mpr,8962756,0.24246745065465694,0.018960016797717135,0.18115125596523285,0.21516840606927873,0.225431676954031,0.2411467730998993,0.2565964162349701,0.2649955928325653,0.5171909928321838,"deterministic sampled reservoir, max=20000, stride=64",8962756,0.742164575271267,0.7398633857710731,0.01968903315007125,0.021990222650265165,-0.0023011895001939136
