stage,gt_class,gt_class_name,metric,count,mean,std,min,p10,p25,p50,p75,p90,max,quantile_method,correlation_with_morphology,correlation_with_high_frequency_ratio
stage2,3,necrosis,gamma_context,9303081,1.5859375,0.0,1.5859375,1.5859375,1.5859375,1.5859375,1.5859375,1.5859375,1.5859375,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage2,3,necrosis,r_fa,9303081,0.7920294605801248,0.05300585829874391,0.6138165593147278,0.7230448663234711,0.7606036365032196,0.8020980358123779,0.8385370075702667,0.8605470418930053,1.7451776266098022,"deterministic sampled reservoir, max=20000, stride=64",-0.12105956413359296,-0.12297209760553028
stage2,3,necrosis,r_mpr,9303081,0.25765965416397046,0.017243639224922558,0.19968418776988983,0.23521787524223328,0.24743635579943657,0.26093511283397675,0.27278926968574524,0.2799495071172714,0.5677337646484375,"deterministic sampled reservoir, max=20000, stride=64",-0.12105955742943224,-0.12297209184443164
stage3,0,tumor,morphology,61781842,0.2271189182630658,0.04153155078049191,0.10304323583841324,0.17106832265853883,0.19751230627298355,0.22786648571491241,0.2557353898882866,0.2806955873966217,0.390350341796875,"deterministic sampled reservoir, max=20000, stride=64",0.9999999999974415,0.9893806571450019
stage3,0,tumor,dilation,61781842,5.637268195428904,0.24926529256980032,4.6546630859375,5.315621089935303,5.464925289154053,5.632954835891724,5.814117431640625,5.972224807739258,6.375,"deterministic sampled reservoir, max=20000, stride=64",-0.9998004096551624,-0.9891800489253193
stage3,0,tumor,band_weight_0,61781842,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,0,tumor,band_weight_1,61781842,0.9921875,0.0,0.9921875,0.9921875,0.9921875,0.9921875,0.9921875,0.9921875,0.9921875,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,0,tumor,band_weight_2,61781842,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,0,tumor,band_weight_3,61781842,1.203125,0.0,1.203125,1.203125,1.203125,1.203125,1.203125,1.203125,1.203125,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,0,tumor,high_frequency_ratio,61781842,0.2526187511612638,0.04835868635196608,0.11206790059804916,0.18979483097791672,0.21698518097400665,0.2513585835695267,0.2853776291012764,0.3159629136323929,0.45712581276893616,"deterministic sampled reservoir, max=20000, stride=64",0.9893806571450019,0.9999999999989496
stage3,0,tumor,g_low,61781842,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,0,tumor,g_high,61781842,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,0,tumor,g_high_over_low,61781842,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,0,tumor,g_low_channel_std,61781842,0.0009378956483810363,1.2401051627957052e-05,0.00090789794921875,0.00090789794921875,0.00090789794921875,0.000942230224609375,0.000942230224609375,0.000942230224609375,0.00096893310546875,"deterministic sampled reservoir, max=20000, stride=64",-0.08450649686706246,-0.07440905612731381
stage3,0,tumor,g_high_channel_std,61781842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,0,tumor,anchor_lambda,61781842,0.3671875,0.0,0.3671875,0.3671875,0.3671875,0.3671875,0.3671875,0.3671875,0.3671875,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,0,tumor,gamma_context,61781842,1.1953125,0.0,1.1953125,1.1953125,1.1953125,1.1953125,1.1953125,1.1953125,1.1953125,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,0,tumor,r_fa,61781842,0.6706780143479952,0.05492607138504081,0.499847412109375,0.6077993988990784,0.6349179744720459,0.6709276437759399,0.7148108333349228,0.7443640649318696,1.2236993312835693,"deterministic sampled reservoir, max=20000, stride=64",-0.41057985737698555,-0.4106495164737741
stage3,0,tumor,r_mpr,61781842,0.24617509804240598,0.020160838312681624,0.18347103893756866,0.22309526056051254,0.23304923623800278,0.246266707777977,0.26237423717975616,0.27322185337543486,0.4491638243198395,"deterministic sampled reservoir, max=20000, stride=64",-0.41057985718865686,-0.41064951627013985
stage3,1,stroma,morphology,66845621,0.23263786996266042,0.041855747072226133,0.08849271386861801,0.17937101125717164,0.20593960583209991,0.23551305383443832,0.26469865441322327,0.290052804350853,0.3908589780330658,"deterministic sampled reservoir, max=20000, stride=64",0.999999999998586,0.9894399534935331
stage3,1,stroma,dilation,66845621,5.604156063216799,0.25118436975734104,4.651814937591553,5.259053421020508,5.4112548828125,5.58660888671875,5.7657470703125,5.92578125,6.478475093841553,"deterministic sampled reservoir, max=20000, stride=64",-0.9998040492011543,-0.9892441778872815
stage3,1,stroma,band_weight_0,66845621,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,1,stroma,band_weight_1,66845621,0.9921875,0.0,0.9921875,0.9921875,0.9921875,0.9921875,0.9921875,0.9921875,0.9921875,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,1,stroma,band_weight_2,66845621,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,1,stroma,band_weight_3,66845621,1.203125,0.0,1.203125,1.203125,1.203125,1.203125,1.203125,1.203125,1.203125,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,1,stroma,high_frequency_ratio,66845621,0.25833539561952057,0.04882992221502225,0.0975220799446106,0.19792429655790328,0.2262534685432911,0.26029060781002045,0.2943788915872574,0.32573185861110693,0.4626105725765228,"deterministic sampled reservoir, max=20000, stride=64",0.9894399534935331,0.9999999999990047
stage3,1,stroma,g_low,66845621,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,1,stroma,g_high,66845621,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,1,stroma,g_high_over_low,66845621,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,1,stroma,g_low_channel_std,66845621,0.0009412023340411249,9.244195056959264e-06,0.00090789794921875,0.000919342041015625,0.000942230224609375,0.000942230224609375,0.000942230224609375,0.000942230224609375,0.00096893310546875,"deterministic sampled reservoir, max=20000, stride=64",-0.06802463617884931,-0.059669868115854875
stage3,1,stroma,g_high_channel_std,66845621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,1,stroma,anchor_lambda,66845621,0.3671875,0.0,0.3671875,0.3671875,0.3671875,0.3671875,0.3671875,0.3671875,0.3671875,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,1,stroma,gamma_context,66845621,1.1953125,0.0,1.1953125,1.1953125,1.1953125,1.1953125,1.1953125,1.1953125,1.1953125,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,1,stroma,r_fa,66845621,0.7110764957120197,0.05351271086336083,0.5009491443634033,0.631534731388092,0.66363824903965,0.7031029760837555,0.7392813861370087,0.7705245137214661,1.2839514017105103,"deterministic sampled reservoir, max=20000, stride=64",-0.3609289923785521,-0.3484903417642204
stage3,1,stroma,r_mpr,66845621,0.2610035249177548,0.01964205849166163,0.1838754266500473,0.23180739283561708,0.24359112232923508,0.25807684659957886,0.2713562622666359,0.2828241527080536,0.4712796211242676,"deterministic sampled reservoir, max=20000, stride=64",-0.360928993468041,-0.34849034289910197
stage3,2,normal,morphology,20708801,0.22293263542304548,0.042529413960078144,0.09087689965963364,0.1757672667503357,0.20218340680003166,0.23096466064453125,0.25873151421546936,0.2827916473150253,0.3797963559627533,"deterministic sampled reservoir, max=20000, stride=64",0.9999999999993286,0.989394178155499
stage3,2,normal,dilation,20708801,5.662368928746911,0.2552130175273585,4.717529296875,5.303385257720947,5.445902466773987,5.613423585891724,5.786183595657349,5.946211624145508,6.4576416015625,"deterministic sampled reservoir, max=20000, stride=64",-0.9998085403219641,-0.9892042718169012
stage3,2,normal,band_weight_0,20708801,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,2,normal,band_weight_1,20708801,0.9921875,0.0,0.9921875,0.9921875,0.9921875,0.9921875,0.9921875,0.9921875,0.9921875,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,2,normal,band_weight_2,20708801,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,2,normal,band_weight_3,20708801,1.203125,0.0,1.203125,1.203125,1.203125,1.203125,1.203125,1.203125,1.203125,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,2,normal,high_frequency_ratio,20708801,0.24828236383990895,0.04907727651090656,0.09911877661943436,0.19421095699071883,0.22252443060278893,0.2552501708269119,0.2883933335542679,0.31714193522930145,0.45228102803230286,"deterministic sampled reservoir, max=20000, stride=64",0.989394178155499,0.9999999999991761
stage3,2,normal,g_low,20708801,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,2,normal,g_high,20708801,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,2,normal,g_high_over_low,20708801,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,2,normal,g_low_channel_std,20708801,0.0009537087901481597,1.4860025600817158e-05,0.00090789794921875,0.000942230224609375,0.000942230224609375,0.000942230224609375,0.00096893310546875,0.00096893310546875,0.00096893310546875,"deterministic sampled reservoir, max=20000, stride=64",-0.30728343830334026,-0.2764004775653474
stage3,2,normal,g_high_channel_std,20708801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,2,normal,anchor_lambda,20708801,0.3671875,0.0,0.3671875,0.3671875,0.3671875,0.3671875,0.3671875,0.3671875,0.3671875,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,2,normal,gamma_context,20708801,1.1953125,0.0,1.1953125,1.1953125,1.1953125,1.1953125,1.1953125,1.1953125,1.1953125,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,2,normal,r_fa,20708801,0.7149143890073768,0.06822583793299815,0.49918103218078613,0.6033226072788238,0.6386883854866028,0.6863926947116852,0.7338729798793793,0.7786654591560364,1.231580138206482,"deterministic sampled reservoir, max=20000, stride=64",-0.5837237116619529,-0.5563854731063163
stage3,2,normal,r_mpr,20708801,0.26241223973571326,0.02504257200175163,0.18322645127773285,0.2214520499110222,0.2344331592321396,0.2519432455301285,0.26937106996774673,0.2858123481273651,0.45205649733543396,"deterministic sampled reservoir, max=20000, stride=64",-0.5837237134430929,-0.5563854746365295
stage3,3,necrosis,morphology,9303081,0.22004194027863433,0.04412192064285909,0.0925750732421875,0.15510253459215165,0.1849397011101246,0.2166900634765625,0.2470162697136402,0.27356783449649813,0.37262725830078125,"deterministic sampled reservoir, max=20000, stride=64",0.9999999999979897,0.9902114507294864
stage3,3,necrosis,dilation,9303081,5.679725771085015,0.2648220820434684,4.762491703033447,5.358960103988648,5.518310546875,5.700093507766724,5.8916932344436646,6.0694215297698975,6.4466552734375,"deterministic sampled reservoir, max=20000, stride=64",-0.9998242946599095,-0.9900461167741863
stage3,3,necrosis,band_weight_0,9303081,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,3,necrosis,band_weight_1,9303081,0.9921875,0.0,0.9921875,0.9921875,0.9921875,0.9921875,0.9921875,0.9921875,0.9921875,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,3,necrosis,band_weight_2,9303081,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,3,necrosis,band_weight_3,9303081,1.203125,0.0,1.203125,1.203125,1.203125,1.203125,1.203125,1.203125,1.203125,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,3,necrosis,high_frequency_ratio,9303081,0.2450940412608577,0.05073834730359974,0.10078064352273941,0.1735038310289383,0.2039826549589634,0.24060745537281036,0.27582208067178726,0.3070621997117997,0.4378926753997803,"deterministic sampled reservoir, max=20000, stride=64",0.9902114507294864,0.9999999999992022
stage3,3,necrosis,g_low,9303081,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,3,necrosis,g_high,9303081,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,3,necrosis,g_high_over_low,9303081,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,3,necrosis,g_low_channel_std,9303081,0.0009421314678180434,8.336001267043546e-06,0.00090789794921875,0.000942230224609375,0.000942230224609375,0.000942230224609375,0.000942230224609375,0.000942230224609375,0.00096893310546875,"deterministic sampled reservoir, max=20000, stride=64",-0.08106274306854512,-0.07299791066525765
stage3,3,necrosis,g_high_channel_std,9303081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,3,necrosis,anchor_lambda,9303081,0.3671875,0.0,0.3671875,0.3671875,0.3671875,0.3671875,0.3671875,0.3671875,0.3671875,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,3,necrosis,gamma_context,9303081,1.1953125,0.0,1.1953125,1.1953125,1.1953125,1.1953125,1.1953125,1.1953125,1.1953125,"deterministic sampled reservoir, max=20000, stride=64",nan,nan
stage3,3,necrosis,r_fa,9303081,0.6609788116799931,0.05179805268719268,0.49352744221687317,0.5881969153881073,0.6158324331045151,0.6586292088031769,0.7022172212600708,0.7226567924022674,1.4090322256088257,"deterministic sampled reservoir, max=20000, stride=64",-0.4898495582752695,-0.4870116387200725
stage3,3,necrosis,r_mpr,9303081,0.24261496615426156,0.01901268634629114,0.18115125596523285,0.2159000739455223,0.22604378685355186,0.2417525351047516,0.2577517032623291,0.2652541518211365,0.5171909928321838,"deterministic sampled reservoir, max=20000, stride=64",-0.48984955614789655,-0.4870116368989649
