parameter,grad_nonzero,mean_grad_norm,end_update_norm,end_relative_update,measurable_update
p_sem.weight,True,0.06245832931664255,0.1728387326002121,0.010802420787513256,True
p_morph.weight,True,0.04783570973409547,0.11462564766407013,0.007164102979004383,True
u_sem.weight,True,0.06495255397425757,0.14508403837680817,0.00906775239855051,True
u_morph.weight,True,0.04263956534365813,0.11565325409173965,0.007228328380733728,True
