step,state,loss_total,loss_sshr,loss_sem_pres,loss_eq,loss_orth,loss_rec,equivariance_scheduled,finite
51,training_pre_update,0.24858471751213074,0.24590647220611572,0.03935807943344116,,0.011244506575167179,0.0014811158180236816,False,True
52,training_pre_update,0.2399922013282776,0.23300793766975403,0.0414547324180603,0.08195886760950089,0.01197971124202013,0.002146124839782715,True,True
53,training_pre_update,0.10735944658517838,0.10469907522201538,0.03707605600357056,,0.011851677671074867,0.002139866352081299,False,True
54,training_pre_update,0.14157286286354065,0.13891127705574036,0.038383305072784424,,0.010714003816246986,0.002067267894744873,False,True
55,training_pre_update,0.1546441912651062,0.15215638279914856,0.034404456615448,,0.01193727646023035,0.0017072558403015137,False,True
56,training_pre_update,0.11659470200538635,0.1084735244512558,0.05100750923156738,0.09487386792898178,0.012689527124166489,0.0019262433052062988,True,True
57,training_pre_update,0.12606064975261688,0.12345388531684875,0.03619885444641113,,0.012393771670758724,0.0017713308334350586,False,True
58,training_pre_update,0.1593368649482727,0.15743204951286316,0.0212782621383667,,0.01347314938902855,0.0016725659370422363,False,True
59,training_pre_update,0.2567915916442871,0.25320905447006226,0.053630530834198,,0.01427281741052866,0.001873791217803955,False,True
60,training_pre_update,0.20952089130878448,0.20294421911239624,0.03969907760620117,0.07602160423994064,0.011774729005992413,0.0020191073417663574,True,True
61,training_pre_update,0.2088598906993866,0.20643964409828186,0.033222854137420654,,0.01219819113612175,0.0014920234680175781,False,True
62,training_pre_update,0.2165336012840271,0.21349607408046722,0.04523545503616333,,0.011813152581453323,0.0018510818481445312,False,True
63,training_pre_update,0.16046033799648285,0.15689420700073242,0.055894553661346436,,0.01234777644276619,0.0015401840209960938,False,True
64,training_pre_update,0.19647133350372314,0.1893174648284912,0.034436702728271484,0.09345804154872894,0.012018909677863121,0.0015819668769836426,True,True
65,training_pre_update,0.22067922353744507,0.21890634298324585,0.01819324493408203,,0.013958737254142761,0.0016528964042663574,False,True
66,training_pre_update,0.31146857142448425,0.3075181841850281,0.0647687315940857,,0.011460565030574799,0.0013890862464904785,False,True
67,training_pre_update,0.27221181988716125,0.2696770429611206,0.03740549087524414,,0.00991237722337246,0.0016887784004211426,False,True
68,training_pre_update,0.21576181054115295,0.20817291736602783,0.057429611682891846,0.0798719972372055,0.01137247122824192,0.001551806926727295,True,True
69,training_pre_update,0.19533346593379974,0.1926388144493103,0.040271759033203125,,0.010132093913853168,0.0017444491386413574,False,True
70,training_pre_update,0.2333323210477829,0.23040153086185455,0.041890740394592285,,0.01227116771042347,0.00222700834274292,False,True
71,training_pre_update,0.29503142833709717,0.2920944094657898,0.04541337490081787,,0.01029231771826744,0.0015172958374023438,False,True
72,training_pre_update,0.14334571361541748,0.13701573014259338,0.014862895011901855,0.09542228281497955,0.013677600771188736,0.001318514347076416,True,True
73,training_pre_update,0.231397345662117,0.2280198484659195,0.0509035587310791,,0.012427620589733124,0.002109348773956299,False,True
74,training_pre_update,0.17275992035865784,0.17056235671043396,0.026771128177642822,,0.013545563444495201,0.0018174052238464355,False,True
75,training_pre_update,0.1126953512430191,0.11145026981830597,0.008970856666564941,,0.01274116151034832,0.001594841480255127,False,True
76,training_pre_update,0.16079075634479523,0.15513336658477783,0.01803535223007202,0.07747744768857956,0.013986624777317047,0.00182420015335083,True,True
77,training_pre_update,0.23700951039791107,0.23424111306667328,0.03975611925125122,,0.01211712695658207,0.0017474889755249023,False,True
78,training_pre_update,0.14886201918125153,0.14602172374725342,0.04012727737426758,,0.012594225816428661,0.0020421743392944336,False,True
79,training_pre_update,0.2562176287174225,0.25232887268066406,0.06217765808105469,,0.011840996332466602,0.0018782615661621094,False,True
80,training_pre_update,0.17591644823551178,0.1679670512676239,0.049139440059661865,0.091726154088974,0.013290690258145332,0.0024158358573913574,True,True
81,training_pre_update,0.3080797791481018,0.30605465173721313,0.024564385414123535,,0.012493876740336418,0.0017221570014953613,False,True
82,training_pre_update,0.15395395457744598,0.15254071354866028,0.01385563611984253,,0.011299433186650276,0.0015548467636108398,False,True
83,training_pre_update,0.13416388630867004,0.13177138566970825,0.0316162109375,,0.013160738162696362,0.0015366673469543457,False,True
84,training_pre_update,0.20499207079410553,0.19978132843971252,0.016413450241088867,0.0737772211432457,0.010894807986915112,0.00156480073928833,True,True
85,training_pre_update,0.1476673036813736,0.14614948630332947,0.014014959335327148,,0.013481033965945244,0.001430213451385498,False,True
86,training_pre_update,0.496690958738327,0.4918162226676941,0.08190733194351196,,0.011865601874887943,0.0018609166145324707,False,True
87,training_pre_update,0.24600844085216522,0.24327467381954193,0.03976494073867798,,0.010300271213054657,0.0023050308227539062,False,True
88,training_pre_update,0.24495409429073334,0.23918399214744568,0.014130651950836182,0.08699103444814682,0.010326242074370384,0.0019770264625549316,True,True
89,training_pre_update,0.19911156594753265,0.19803008437156677,0.008980631828308105,,0.00970411952584982,0.0014723539352416992,False,True
90,training_pre_update,0.17295502126216888,0.17054232954978943,0.03346848487854004,,0.010792959481477737,0.0019960999488830566,False,True
91,training_pre_update,0.3339402377605438,0.32952505350112915,0.07216626405715942,,0.011464382521808147,0.0023365020751953125,False,True
92,training_pre_update,0.1783321499824524,0.17146557569503784,0.038438498973846436,0.08450296521186829,0.010571921244263649,0.0019091367721557617,True,True
93,training_pre_update,0.2595391869544983,0.25675079226493835,0.04069507122039795,,0.010701697319746017,0.002185642719268799,False,True
94,training_pre_update,0.2755083739757538,0.273700475692749,0.022367417812347412,,0.010661711916327477,0.0015645623207092285,False,True
95,training_pre_update,0.2526886761188507,0.2507120966911316,0.025805234909057617,,0.009570150636136532,0.002078235149383545,False,True
96,training_pre_update,0.24931322038173676,0.24270951747894287,0.021288752555847168,0.0976950153708458,0.009843084961175919,0.001623690128326416,True,True
97,training_pre_update,0.2650429904460907,0.2618359327316284,0.0498119592666626,,0.00985056534409523,0.0022391080856323242,False,True
98,training_pre_update,0.22747385501861572,0.22410424053668976,0.05097895860671997,,0.010911726392805576,0.0027507543563842773,False,True
99,training_pre_update,0.26431959867477417,0.2616918981075287,0.039115726947784424,,0.009030638262629509,0.0022037625312805176,False,True
100,training_pre_update,0.19735869765281677,0.19088327884674072,0.039642274379730225,0.07439352571964264,0.01055197324603796,0.002460300922393799,True,True
101,training_pre_update,0.13686805963516235,0.13519372045993805,0.018841862678527832,,0.011093570850789547,0.0017755627632141113,False,True
102,training_pre_update,0.21678279340267181,0.21536298096179962,0.015106439590454102,,0.009874807670712471,0.0017075538635253906,False,True
103,training_pre_update,0.20947283506393433,0.20403006672859192,0.09243804216384888,,0.011450553312897682,0.0024832487106323242,False,True
104,training_pre_update,0.21901769936084747,0.2114495038986206,0.052224576473236084,0.08156561851501465,0.011766020208597183,0.0029038190841674805,True,True
105,training_pre_update,0.24939359724521637,0.2462049126625061,0.04673987627029419,,0.011920098215341568,0.0025568604469299316,False,True
106,training_pre_update,0.2396305501461029,0.2368534952402115,0.038517773151397705,,0.012415260076522827,0.0023040771484375,False,True
107,training_pre_update,0.1795683205127716,0.17718404531478882,0.031341493129730225,,0.012049572542309761,0.002147078514099121,False,True
108,training_pre_update,0.19861340522766113,0.19307509064674377,0.030242621898651123,0.06450137495994568,0.011976273730397224,0.002023041248321533,True,True
109,training_pre_update,0.24776948988437653,0.24559259414672852,0.026781857013702393,,0.012365331873297691,0.0021953582763671875,False,True
110,training_pre_update,0.3104606866836548,0.30647286772727966,0.06286013126373291,,0.010962482541799545,0.0029668807983398438,False,True
111,training_pre_update,0.29569339752197266,0.2940596342086792,0.017761409282684326,,0.010342922993004322,0.002285182476043701,False,True
112,training_pre_update,0.2649458348751068,0.25919562578201294,0.014180362224578857,0.0840870589017868,0.012783605605363846,0.0019763708114624023,True,True
113,training_pre_update,0.27913933992385864,0.2756960391998291,0.05446869134902954,,0.010017884895205498,0.002189815044403076,False,True
114,training_pre_update,0.29629069566726685,0.293968141078949,0.03226137161254883,,0.009967641904950142,0.0021108388900756836,False,True
115,training_pre_update,0.19907473027706146,0.19543173909187317,0.05787491798400879,,0.010612372308969498,0.0021863579750061035,False,True
116,training_pre_update,0.1361231803894043,0.13057872653007507,0.039526164531707764,0.05573836714029312,0.011690359562635422,0.001967132091522217,True,True
117,training_pre_update,0.19908800721168518,0.1976669877767563,0.014656245708465576,,0.010184461250901222,0.001789867877960205,False,True
118,training_pre_update,0.15090279281139374,0.14931249618530273,0.01754707098007202,,0.011208312585949898,0.001525282859802246,False,True
119,training_pre_update,0.14011967182159424,0.13844750821590424,0.01772862672805786,,0.011891878210008144,0.0019113421440124512,False,True
120,training_pre_update,0.21275576949119568,0.20528070628643036,0.05796170234680176,0.07293672859668732,0.013030004687607288,0.0027864575386047363,True,True
121,training_pre_update,0.18799053132534027,0.18551099300384521,0.03107905387878418,,0.013826086185872555,0.002342700958251953,False,True
122,training_pre_update,0.1741647720336914,0.17257359623908997,0.015408098697662354,,0.01226920448243618,0.0020729899406433105,False,True
123,training_pre_update,0.1805671900510788,0.17879243195056915,0.020931601524353027,,0.011344698257744312,0.001609504222869873,False,True
124,training_pre_update,0.1735413819551468,0.16669629514217377,0.05228990316390991,0.06923653185367584,0.010078865103423595,0.00264817476272583,True,True
125,training_pre_update,0.3402189612388611,0.33833324909210205,0.022124886512756348,,0.011124984361231327,0.0022322535514831543,False,True
126,training_pre_update,0.31718382239341736,0.31385624408721924,0.05002647638320923,,0.010896692983806133,0.0028142929077148438,False,True
127,training_pre_update,0.3246118128299713,0.32137739658355713,0.04931694269180298,,0.01072223111987114,0.0023245811462402344,False,True
128,training_pre_update,0.2287374585866928,0.2231033742427826,0.011957764625549316,0.08366774022579193,0.012547221966087818,0.002254486083984375,True,True
