neff_quartile,images,mean_delta_iou,median_delta_iou,improved_fraction,worsened_fraction,delta_fp,delta_fn,boundary_delta,interior_delta
Q1,855,-0.02618524956183394,0.0,0.23391812865497075,0.47134502923976607,-7.118292820337269,0.021640649090240154,-0.014537699841952155,-0.02272462750507079
Q2,854,-0.04173728104994313,-0.00028813287583065,0.2459016393442623,0.5526932084309133,-0.710055219492165,0.027889248264365347,-0.01253520962976841,-0.030408054613221845
Q3,854,-0.11053399236508313,-0.011879462395592549,0.15456674473067916,0.5761124121779859,-2.774799738877595,0.028214648057710807,-0.008033184134982675,-0.028992505855567875
Q4,854,-0.24005690908490393,0.0,0.04215456674473068,0.4882903981264637,0.0008207980481894938,-0.00037008145919254474,0.0005290252704469525,0.0003293272314362842
