parameter,grad_nonzero,mean_grad_norm,end_update_norm,end_relative_update,measurable_update
p_sem.weight,True,0.10229906812310219,0.0509464368224144,0.0031841523014009,True
p_morph.weight,True,0.06480085756629705,0.0288839191198349,0.0018052449449896812,True
u_sem.weight,True,0.10788713581860065,0.0460466630756855,0.002877916442230344,True
u_morph.weight,True,0.05181076377630234,0.030864307656884193,0.001929019228555262,True
