step,equivariance_scheduled,iteration_seconds,peak_memory_allocated_bytes,lr_group0
1,False,1.8691785769769922,8988187648,0.01
2,False,0.127769476006506,9313064448,0.009999692569927526
3,False,0.11315672899945639,9312016384,0.00999938513880487
4,True,0.19625536099192686,11681069056,0.009999077706631991
5,False,0.11369601701153442,9402938368,0.00999877027340885
6,False,0.12686199200106785,9322272768,0.009998462839135405
7,False,0.11291637099930085,9321617408,0.009998155403811621
8,True,0.1956574640062172,11683788800,0.009997847967437457
